technology,parameter,technology_year,value
heat storage large tank,investment_cost,2030,39000
heat storage large tank,investment_cost,2035,39000
heat storage large tank,investment_cost,2040,39000
heat storage large tank,investment_cost,2045,39000
heat storage large tank,investment_cost,2050,39000
heat storage large tank,lifetime,2015,25
heat storage large tank,lifetime,2020,25
heat storage large tank,lifetime,2025,25
heat storage large tank,lifetime,2030,25
heat storage large tank,lifetime,2035,25
heat storage large tank,lifetime,2040,25
heat storage large tank,lifetime,2045,25
heat storage large tank,lifetime,2050,25
heat storage large tank,parent_ratio,2015,6
heat storage large tank,parent_ratio,2020,6
heat storage large tank,parent_ratio,2025,6
heat storage large tank,parent_ratio,2030,6
heat storage large tank,parent_ratio,2035,6
heat storage large tank,parent_ratio,2040,6
heat storage large tank,parent_ratio,2045,6
heat storage large tank,parent_ratio,2050,6
heat storage large tank,standing_loss,2015,0.002
heat storage large tank,standing_loss,2020,0.002
heat storage large tank,standing_loss,2025,0.002
heat storage large tank,standing_loss,2030,0.002
heat storage large tank,standing_loss,2035,0.002
heat storage large tank,standing_loss,2040,0.002
heat storage large tank,standing_loss,2045,0.002
heat storage large tank,standing_loss,2050,0.002
heat storage large tank charge,efficiency,2015,0.99
heat storage large tank charge,efficiency,2020,0.99
heat storage large tank charge,efficiency,2025,0.99
heat storage large tank charge,efficiency,2030,0.99
heat storage large tank charge,efficiency,2035,0.99
heat storage large tank charge,efficiency,2040,0.99
heat storage large tank charge,efficiency,2045,0.99
heat storage large tank charge,efficiency,2050,0.99
heat storage large tank charge,lifetime,2015,25
heat storage large tank charge,lifetime,2020,25
heat storage large tank charge,lifetime,2025,25
heat storage large tank charge,lifetime,2030,25
heat storage large tank charge,lifetime,2035,25
heat storage large tank charge,lifetime,2040,25
heat storage large tank charge,lifetime,2045,25
heat storage large tank charge,lifetime,2050,25
heat storage large tank charge,parent_ratio,2015,0.99
heat storage large tank charge,parent_ratio,2020,0.99
heat storage large tank charge,parent_ratio,2025,0.99
heat storage large tank charge,parent_ratio,2030,0.99
heat storage large tank charge,parent_ratio,2035,0.99
heat storage large tank charge,parent_ratio,2040,0.99
heat storage large tank charge,parent_ratio,2045,0.99
heat storage large tank charge,parent_ratio,2050,0.99
heat storage large tank discharge,efficiency,2015,1
heat storage large tank discharge,efficiency,2020,1
heat storage large tank discharge,efficiency,2025,1
heat storage large tank discharge,efficiency,2030,1
heat storage large tank discharge,efficiency,2035,1
heat storage large tank discharge,efficiency,2040,1
heat storage large tank discharge,efficiency,2045,1
heat storage large tank discharge,efficiency,2050,1
heat storage large tank discharge,lifetime,2015,25
heat storage large tank discharge,lifetime,2020,25
heat storage large tank discharge,lifetime,2025,25
heat storage large tank discharge,lifetime,2030,25
heat storage large tank discharge,lifetime,2035,25
heat storage large tank discharge,lifetime,2040,25
heat storage large tank discharge,lifetime,2045,25
heat storage large tank discharge,lifetime,2050,25
heat storage small,fixed_cost,2015,15000
heat storage small,fixed_cost,2020,15000
heat storage small,fixed_cost,2025,15000
heat storage small,fixed_cost,2030,15000
heat storage small,fixed_cost,2035,15000
heat storage small,fixed_cost,2040,15000
heat storage small,fixed_cost,2045,15000
heat storage small,fixed_cost,2050,15000
heat storage small,investment_cost,2015,300000
heat storage small,investment_cost,2020,300000
heat storage small,investment_cost,2025,300000
heat storage small,investment_cost,2030,300000
heat storage small,investment_cost,2035,300000
heat storage small,investment_cost,2040,300000
heat storage small,investment_cost,2045,300000
heat storage small,investment_cost,2050,300000
heat storage small,lifetime,2015,20
heat storage small,lifetime,2020,20
heat storage small,lifetime,2025,20
heat storage small,lifetime,2030,20
heat storage small,lifetime,2035,20
heat storage small,lifetime,2040,20
heat storage small,lifetime,2045,20
heat storage small,lifetime,2050,20
heat storage small,parent_ratio,2015,2
heat storage small,parent_ratio,2020,2
heat storage small,parent_ratio,2025,2
heat storage small,parent_ratio,2030,2
heat storage small,parent_ratio,2035,2
heat storage small,parent_ratio,2040,2
heat storage small,parent_ratio,2045,2
heat storage small,parent_ratio,2050,2
heat storage small,standing_loss,2015,0.02
heat storage small,standing_loss,2020,0.02
heat storage small,standing_loss,2025,0.02
heat storage small,standing_loss,2030,0.02
heat storage small,standing_loss,2035,0.02
heat storage small,standing_loss,2040,0.02
heat storage small,standing_loss,2045,0.02
heat storage small,standing_loss,2050,0.02
heat storage small charge,efficiency,2015,0.99
heat storage small charge,efficiency,2020,0.99
heat storage small charge,efficiency,2025,0.99
heat storage small charge,efficiency,2030,0.99
heat storage small charge,efficiency,2035,0.99
heat storage small charge,efficiency,2040,0.99
heat storage small charge,efficiency,2045,0.99
heat storage small charge,efficiency,2050,0.99
heat storage small charge,lifetime,2015,20
heat storage small charge,lifetime,2020,20
heat storage small charge,lifetime,2025,20
heat storage small charge,lifetime,2030,20
heat storage small charge,lifetime,2035,20
heat storage small charge,lifetime,2040,20
heat storage small charge,lifetime,2045,20
heat storage small charge,lifetime,2050,20
heat storage small charge,parent_ratio,2015,1
heat storage small charge,parent_ratio,2020,1
heat storage small charge,parent_ratio,2025,1
heat storage small charge,parent_ratio,2030,1
heat storage small charge,parent_ratio,2035,1
heat storage small charge,parent_ratio,2040,1
heat storage small charge,parent_ratio,2045,1
heat storage small charge,parent_ratio,2050,1
heat storage small discharge,efficiency,2015,1
heat storage small discharge,efficiency,2020,1
heat storage small discharge,efficiency,2025,1
heat storage small discharge,efficiency,2030,1
heat storage small discharge,efficiency,2035,1
heat storage small discharge,efficiency,2040,1
heat storage small discharge,efficiency,2045,1
heat storage small discharge,efficiency,2050,1
heat storage small discharge,lifetime,2015,20
heat storage small discharge,lifetime,2020,20
heat storage small discharge,lifetime,2025,20
heat storage small discharge,lifetime,2030,20
heat storage small discharge,lifetime,2035,20
heat storage small discharge,lifetime,2040,20
heat storage small discharge,lifetime,2045,20
heat storage small discharge,lifetime,2050,20
heat storage small discharge,parent_ratio,2015,0.25
heat storage small discharge,parent_ratio,2020,0.25
heat storage small discharge,parent_ratio,2025,0.25
heat storage small discharge,parent_ratio,2030,0.25
heat storage small discharge,parent_ratio,2035,0.25
heat storage small discharge,parent_ratio,2040,0.25
heat storage small discharge,parent_ratio,2045,0.25
heat storage small discharge,parent_ratio,2050,0.25
hydro PSH power,efficiency,2015,1
hydro PSH power,efficiency,2020,1
hydro PSH power,efficiency,2025,1
hydro PSH power,efficiency,2030,1
hydro PSH power,efficiency,2035,1
hydro PSH power,efficiency,2040,1
hydro PSH power,efficiency,2045,1
hydro PSH power,efficiency,2050,1
hydro PSH power,fixed_cost,2015,52000
hydro PSH power,fixed_cost,2020,52000
hydro PSH power,fixed_cost,2025,52000
hydro PSH power,fixed_cost,2030,52000
hydro PSH power,fixed_cost,2035,52000
hydro PSH power,fixed_cost,2040,52000
hydro PSH power,fixed_cost,2045,52000
hydro PSH power,fixed_cost,2050,52000
hydro PSH power,investment_cost,2015,7000000
hydro PSH power,investment_cost,2020,7000000
hydro PSH power,investment_cost,2025,7000000
hydro PSH power,investment_cost,2030,7000000
hydro PSH power,investment_cost,2035,7000000
hydro PSH power,investment_cost,2040,7000000
hydro PSH power,investment_cost,2045,7000000
hydro PSH power,investment_cost,2050,7000000
hydro PSH power,lifetime,2015,50
hydro PSH power,lifetime,2020,50
hydro PSH power,lifetime,2025,50
hydro PSH power,lifetime,2030,50
hydro PSH power,lifetime,2035,50
hydro PSH power,lifetime,2040,50
hydro PSH power,lifetime,2045,50
hydro PSH power,lifetime,2050,50
hydro PSH power,variable_cost,2015,10
hydro PSH power,variable_cost,2020,10
hydro PSH power,variable_cost,2025,10
hydro PSH power,variable_cost,2030,10
hydro PSH power,variable_cost,2035,10
hydro PSH power,variable_cost,2040,10
hydro PSH power,variable_cost,2045,10
hydro PSH power,variable_cost,2050,10
hydro PSH pump,efficiency,2015,0.7
hydro PSH pump,efficiency,2020,0.7
hydro PSH pump,efficiency,2025,0.75
hydro PSH pump,efficiency,2030,0.75
hydro PSH pump,efficiency,2035,0.75
hydro PSH pump,efficiency,2040,0.75
hydro PSH pump,efficiency,2045,0.75
hydro PSH pump,efficiency,2050,0.75
hydro PSH pump,lifetime,2015,50
hydro PSH pump,lifetime,2020,50
hydro PSH pump,lifetime,2025,50
hydro PSH pump,lifetime,2030,50
hydro PSH pump,lifetime,2035,50
hydro PSH pump,lifetime,2040,50
hydro PSH pump,lifetime,2045,50
hydro PSH pump,lifetime,2050,50
hydro PSH pump,parent_ratio,2015,0.63
hydro PSH pump,parent_ratio,2020,0.63
hydro PSH pump,parent_ratio,2025,0.68
hydro PSH pump,parent_ratio,2030,0.68
hydro PSH pump,parent_ratio,2035,0.68
hydro PSH pump,parent_ratio,2040,0.68
hydro PSH pump,parent_ratio,2045,0.68
hydro PSH pump,parent_ratio,2050,0.68
hydro PSH storage,lifetime,2015,50
hydro PSH storage,lifetime,2020,50
hydro PSH storage,lifetime,2025,50
hydro PSH storage,lifetime,2030,50
hydro PSH storage,lifetime,2035,50
hydro PSH storage,lifetime,2040,50
hydro PSH storage,lifetime,2045,50
hydro PSH storage,lifetime,2050,50
hydro PSH storage,parent_ratio,2015,5
hydro PSH storage,parent_ratio,2020,5
hydro PSH storage,parent_ratio,2025,5
hydro PSH storage,parent_ratio,2030,5
hydro PSH storage,parent_ratio,2035,5
hydro PSH storage,parent_ratio,2040,5
hydro PSH storage,parent_ratio,2045,5
hydro PSH storage,parent_ratio,2050,5
hydrogen CHP CCGT,efficiency,2015,0.52
hydrogen CHP CCGT,efficiency,2020,0.52
hydrogen CHP CCGT,efficiency,2025,0.52
hydrogen CHP CCGT,efficiency,2030,0.52
hydrogen CHP CCGT,efficiency,2035,0.52
hydrogen CHP CCGT,efficiency,2040,0.52
hydrogen CHP CCGT,efficiency,2045,0.52
hydrogen CHP CCGT,efficiency,2050,0.52
hydrogen CHP CCGT,efficiency2,2015,0.31
hydrogen CHP CCGT,efficiency2,2020,0.31
hydrogen CHP CCGT,efficiency2,2025,0.31
hydrogen CHP CCGT,efficiency2,2030,0.31
hydrogen CHP CCGT,efficiency2,2035,0.31
hydrogen CHP CCGT,efficiency2,2040,0.31
hydrogen CHP CCGT,efficiency2,2045,0.31
hydrogen CHP CCGT,efficiency2,2050,0.31
hydrogen CHP CCGT,fixed_cost,2015,290000
hydrogen CHP CCGT,fixed_cost,2020,290000
hydrogen CHP CCGT,fixed_cost,2025,290000
hydrogen CHP CCGT,fixed_cost,2030,290000
hydrogen CHP CCGT,fixed_cost,2035,290000
hydrogen CHP CCGT,fixed_cost,2040,290000
hydrogen CHP CCGT,fixed_cost,2045,290000
hydrogen CHP CCGT,fixed_cost,2050,290000
hydrogen CHP CCGT,investment_cost,2015,8600000
hydrogen CHP CCGT,investment_cost,2020,8600000
hydrogen CHP CCGT,investment_cost,2025,8600000
hydrogen CHP CCGT,investment_cost,2030,8600000
hydrogen CHP CCGT,investment_cost,2035,8600000
hydrogen CHP CCGT,investment_cost,2040,8600000
hydrogen CHP CCGT,investment_cost,2045,8600000
hydrogen CHP CCGT,investment_cost,2050,8600000
hydrogen CHP CCGT,lifetime,2015,25
hydrogen CHP CCGT,lifetime,2020,25
hydrogen CHP CCGT,lifetime,2025,25
hydrogen CHP CCGT,lifetime,2030,25
hydrogen CHP CCGT,lifetime,2035,25
hydrogen CHP CCGT,lifetime,2040,25
hydrogen CHP CCGT,lifetime,2045,25
hydrogen CHP CCGT,lifetime,2050,25
hydrogen CHP CCGT,p_max_pu_annual,2015,0.93
hydrogen CHP CCGT,p_max_pu_annual,2020,0.93
hydrogen CHP CCGT,p_max_pu_annual,2025,0.93
hydrogen CHP CCGT,p_max_pu_annual,2030,0.93
hydrogen CHP CCGT,p_max_pu_annual,2035,0.93
hydrogen CHP CCGT,p_max_pu_annual,2040,0.93
hydrogen CHP CCGT,p_max_pu_annual,2045,0.93
hydrogen CHP CCGT,p_max_pu_annual,2050,0.93
hydrogen CHP CCGT,variable_cost,2015,29
hydrogen CHP CCGT,variable_cost,2020,29
hydrogen CHP CCGT,variable_cost,2025,29
hydrogen CHP CCGT,variable_cost,2030,29
hydrogen CHP CCGT,variable_cost,2035,29
hydrogen CHP CCGT,variable_cost,2040,29
hydrogen CHP CCGT,variable_cost,2045,29
hydrogen CHP CCGT,variable_cost,2050,29
hydrogen electrolysis,efficiency,2015,0.55
hydrogen electrolysis,efficiency,2020,0.55
hydrogen electrolysis,efficiency,2025,0.57
hydrogen electrolysis,efficiency,2030,0.6
hydrogen electrolysis,efficiency,2035,0.62
hydrogen electrolysis,efficiency,2040,0.63
hydrogen electrolysis,efficiency,2045,0.66
hydrogen electrolysis,efficiency,2050,0.68
hydrogen electrolysis,fixed_cost,2015,410000
hydrogen electrolysis,fixed_cost,2020,410000
hydrogen electrolysis,fixed_cost,2025,290000
hydrogen electrolysis,fixed_cost,2030,180000
hydrogen electrolysis,fixed_cost,2035,150000
hydrogen electrolysis,fixed_cost,2040,130000
hydrogen electrolysis,fixed_cost,2045,110000
hydrogen electrolysis,fixed_cost,2050,85000
hydrogen electrolysis,investment_cost,2015,14000000
hydrogen electrolysis,investment_cost,2020,14000000
hydrogen electrolysis,investment_cost,2025,10000000
hydrogen electrolysis,investment_cost,2030,6100000
hydrogen electrolysis,investment_cost,2035,5300000
hydrogen electrolysis,investment_cost,2040,4500000
hydrogen electrolysis,investment_cost,2045,3700000
hydrogen electrolysis,investment_cost,2050,2900000
hydrogen electrolysis,lifetime,2015,25
hydrogen electrolysis,lifetime,2020,25
hydrogen electrolysis,lifetime,2025,25
hydrogen electrolysis,lifetime,2030,25
hydrogen electrolysis,lifetime,2035,25
hydrogen electrolysis,lifetime,2040,25
hydrogen electrolysis,lifetime,2045,25
hydrogen electrolysis,lifetime,2050,25
hydrogen electrolysis,p_max_pu_annual,2015,0.94
hydrogen electrolysis,p_max_pu_annual,2020,0.94
hydrogen electrolysis,p_max_pu_annual,2025,0.94
hydrogen electrolysis,p_max_pu_annual,2030,0.94
hydrogen electrolysis,p_max_pu_annual,2035,0.94
hydrogen electrolysis,p_max_pu_annual,2040,0.94
hydrogen electrolysis,p_max_pu_annual,2045,0.94
hydrogen electrolysis,p_max_pu_annual,2050,0.94
hydrogen heat,efficiency,2015,0.9
hydrogen heat,efficiency,2020,0.9
hydrogen heat,efficiency,2025,0.9
hydrogen heat,efficiency,2030,0.9
hydrogen heat,efficiency,2035,0.9
hydrogen heat,efficiency,2040,0.9
hydrogen heat,efficiency,2045,0.9
hydrogen heat,efficiency,2050,0.9
hydrogen heat,fixed_cost,2015,19000
hydrogen heat,fixed_cost,2020,19000
hydrogen heat,fixed_cost,2025,19000
hydrogen heat,fixed_cost,2030,19000
hydrogen heat,fixed_cost,2035,19000
hydrogen heat,fixed_cost,2040,19000
hydrogen heat,fixed_cost,2045,19000
hydrogen heat,fixed_cost,2050,19000
hydrogen heat,investment_cost,2015,590000
hydrogen heat,investment_cost,2020,590000
hydrogen heat,investment_cost,2025,590000
hydrogen heat,investment_cost,2030,590000
hydrogen heat,investment_cost,2035,590000
hydrogen heat,investment_cost,2040,590000
hydrogen heat,investment_cost,2045,590000
hydrogen heat,investment_cost,2050,590000
hydrogen heat,lifetime,2015,25
hydrogen heat,lifetime,2020,25
hydrogen heat,lifetime,2025,25
hydrogen heat,lifetime,2030,25
hydrogen heat,lifetime,2035,25
hydrogen heat,lifetime,2040,25
hydrogen heat,lifetime,2045,25
hydrogen heat,lifetime,2050,25
hydrogen heat,p_max_pu_annual,2015,0.98
hydrogen heat,p_max_pu_annual,2020,0.98
hydrogen heat,p_max_pu_annual,2025,0.98
hydrogen heat,p_max_pu_annual,2030,0.98
hydrogen heat,p_max_pu_annual,2035,0.98
hydrogen heat,p_max_pu_annual,2040,0.98
hydrogen heat,p_max_pu_annual,2045,0.98
hydrogen heat,p_max_pu_annual,2050,0.98
hydrogen heat,variable_cost,2015,7.2
hydrogen heat,variable_cost,2020,7.2
hydrogen heat,variable_cost,2025,7.2
hydrogen heat,variable_cost,2030,7.2
hydrogen heat,variable_cost,2035,7.2
hydrogen heat,variable_cost,2040,7.2
hydrogen heat,variable_cost,2045,7.2
hydrogen heat,variable_cost,2050,7.2
hydrogen power CCGT,efficiency,2015,0.56
hydrogen power CCGT,efficiency,2020,0.56
hydrogen power CCGT,efficiency,2025,0.56
hydrogen power CCGT,efficiency,2030,0.56
hydrogen power CCGT,efficiency,2035,0.56
hydrogen power CCGT,efficiency,2040,0.56
hydrogen power CCGT,efficiency,2045,0.56
hydrogen power CCGT,efficiency,2050,0.56
hydrogen power CCGT,fixed_cost,2015,230000
hydrogen power CCGT,fixed_cost,2020,230000
hydrogen power CCGT,fixed_cost,2025,230000
hydrogen power CCGT,fixed_cost,2030,230000
hydrogen power CCGT,fixed_cost,2035,230000
hydrogen power CCGT,fixed_cost,2040,230000
hydrogen power CCGT,fixed_cost,2045,230000
hydrogen power CCGT,fixed_cost,2050,230000
hydrogen power CCGT,investment_cost,2015,6900000
hydrogen power CCGT,investment_cost,2020,6900000
hydrogen power CCGT,investment_cost,2025,6900000
hydrogen power CCGT,investment_cost,2030,6900000
hydrogen power CCGT,investment_cost,2035,6900000
hydrogen power CCGT,investment_cost,2040,6900000
hydrogen power CCGT,investment_cost,2045,6900000
hydrogen power CCGT,investment_cost,2050,6900000
hydrogen power CCGT,lifetime,2015,25
hydrogen power CCGT,lifetime,2020,25
hydrogen power CCGT,lifetime,2025,25
hydrogen power CCGT,lifetime,2030,25
hydrogen power CCGT,lifetime,2035,25
hydrogen power CCGT,lifetime,2040,25
hydrogen power CCGT,lifetime,2045,25
hydrogen power CCGT,lifetime,2050,25
hydrogen power CCGT,p_max_pu_annual,2015,0.93
hydrogen power CCGT,p_max_pu_annual,2020,0.93
hydrogen power CCGT,p_max_pu_annual,2025,0.93
hydrogen power CCGT,p_max_pu_annual,2030,0.93
hydrogen power CCGT,p_max_pu_annual,2035,0.93
hydrogen power CCGT,p_max_pu_annual,2040,0.93
hydrogen power CCGT,p_max_pu_annual,2045,0.93
hydrogen power CCGT,p_max_pu_annual,2050,0.93
hydrogen power CCGT,variable_cost,2015,29
hydrogen power CCGT,variable_cost,2020,29
hydrogen power CCGT,variable_cost,2025,29
hydrogen power CCGT,variable_cost,2030,29
hydrogen power CCGT,variable_cost,2035,29
hydrogen power CCGT,variable_cost,2040,29
hydrogen power CCGT,variable_cost,2045,29
hydrogen power CCGT,variable_cost,2050,29
hydrogen power peaker,efficiency,2015,0.43
hydrogen power peaker,efficiency,2020,0.43
hydrogen power peaker,efficiency,2025,0.43
hydrogen power peaker,efficiency,2030,0.43
hydrogen power peaker,efficiency,2035,0.43
hydrogen power peaker,efficiency,2040,0.43
hydrogen power peaker,efficiency,2045,0.43
hydrogen power peaker,efficiency,2050,0.43
hydrogen power peaker,fixed_cost,2015,72000
hydrogen power peaker,fixed_cost,2020,72000
hydrogen power peaker,fixed_cost,2025,72000
hydrogen power peaker,fixed_cost,2030,72000
hydrogen power peaker,fixed_cost,2035,72000
hydrogen power peaker,fixed_cost,2040,72000
hydrogen power peaker,fixed_cost,2045,72000
hydrogen power peaker,fixed_cost,2050,72000
hydrogen power peaker,investment_cost,2015,4600000
hydrogen power peaker,investment_cost,2020,4600000
hydrogen power peaker,investment_cost,2025,4600000
hydrogen power peaker,investment_cost,2030,4600000
hydrogen power peaker,investment_cost,2035,4600000
hydrogen power peaker,investment_cost,2040,4600000
hydrogen power peaker,investment_cost,2045,4600000
hydrogen power peaker,investment_cost,2050,4600000
hydrogen power peaker,lifetime,2015,25
hydrogen power peaker,lifetime,2020,25
hydrogen power peaker,lifetime,2025,25
hydrogen power peaker,lifetime,2030,25
hydrogen power peaker,lifetime,2035,25
hydrogen power peaker,lifetime,2040,25
hydrogen power peaker,lifetime,2045,25
hydrogen power peaker,lifetime,2050,25
hydrogen power peaker,p_max_pu_annual,2015,0.99
hydrogen power peaker,p_max_pu_annual,2020,0.99
hydrogen power peaker,p_max_pu_annual,2025,0.99
hydrogen power peaker,p_max_pu_annual,2030,0.99
hydrogen power peaker,p_max_pu_annual,2035,0.99
hydrogen power peaker,p_max_pu_annual,2040,0.99
hydrogen power peaker,p_max_pu_annual,2045,0.99
hydrogen power peaker,p_max_pu_annual,2050,0.99
hydrogen power peaker,variable_cost,2015,34
hydrogen power peaker,variable_cost,2020,34
hydrogen power peaker,variable_cost,2025,34
hydrogen power peaker,variable_cost,2030,34
hydrogen power peaker,variable_cost,2035,34
hydrogen power peaker,variable_cost,2040,34
hydrogen power peaker,variable_cost,2045,34
hydrogen power peaker,variable_cost,2050,34
hydrogen storage,investment_cost,2015,20000
hydrogen storage,investment_cost,2020,20000
hydrogen storage,investment_cost,2025,20000
hydrogen storage,investment_cost,2030,20000
hydrogen storage,investment_cost,2035,20000
hydrogen storage,investment_cost,2040,20000
hydrogen storage,investment_cost,2045,20000
hydrogen storage,investment_cost,2050,20000
hydrogen storage,lifetime,2015,100
hydrogen storage,lifetime,2020,100
hydrogen storage,lifetime,2025,100
hydrogen storage,lifetime,2030,100
hydrogen storage,lifetime,2035,100
hydrogen storage,lifetime,2040,100
hydrogen storage,lifetime,2045,100
hydrogen storage,lifetime,2050,100
ICE vehicle,efficiency,2015,0.25
ICE vehicle,efficiency,2020,0.25
ICE vehicle,efficiency,2025,0.25
ICE vehicle,efficiency,2030,0.25
ICE vehicle,efficiency,2035,0.25
ICE vehicle,efficiency,2040,0.25
ICE vehicle,efficiency,2045,0.25
ICE vehicle,efficiency,2050,0.25
ICE vehicle,fixed_cost,2015,100000
ICE vehicle,fixed_cost,2020,100000
ICE vehicle,fixed_cost,2025,100000
ICE vehicle,fixed_cost,2030,100000
ICE vehicle,fixed_cost,2035,100000
ICE vehicle,fixed_cost,2040,100000
ICE vehicle,fixed_cost,2045,100000
ICE vehicle,fixed_cost,2050,100000
ICE vehicle,investment_cost,2015,2000000
ICE vehicle,investment_cost,2020,2000000
ICE vehicle,investment_cost,2025,2000000
ICE vehicle,investment_cost,2030,2000000
ICE vehicle,investment_cost,2035,2000000
ICE vehicle,investment_cost,2040,2000000
ICE vehicle,investment_cost,2045,2000000
ICE vehicle,investment_cost,2050,2000000
ICE vehicle,lifetime,2015,20
ICE vehicle,lifetime,2020,20
ICE vehicle,lifetime,2025,20
ICE vehicle,lifetime,2030,20
ICE vehicle,lifetime,2035,20
ICE vehicle,lifetime,2040,20
ICE vehicle,lifetime,2045,20
ICE vehicle,lifetime,2050,20
ICE vehicle fuel supply,co2_emissions,2015,0.25
ICE vehicle fuel supply,co2_emissions,2020,0.25
ICE vehicle fuel supply,co2_emissions,2021,0.25
ICE vehicle fuel supply,co2_emissions,2022,0.25
ICE vehicle fuel supply,co2_emissions,2023,0.25
ICE vehicle fuel supply,co2_emissions,2024,0.25
ICE vehicle fuel supply,co2_emissions,2025,0.25
ICE vehicle fuel supply,co2_emissions,2030,0.25
ICE vehicle fuel supply,co2_emissions,2035,0.25
ICE vehicle fuel supply,co2_emissions,2040,0.25
ICE vehicle fuel supply,co2_emissions,2045,0.25
ICE vehicle fuel supply,co2_emissions,2050,0.25
ICE vehicle fuel supply,variable_cost,2020,180
ICE vehicle fuel supply,variable_cost,2021,180
ICE vehicle fuel supply,variable_cost,2022,180
ICE vehicle fuel supply,variable_cost,2023,180
ICE vehicle fuel supply,variable_cost,2024,180
ICE vehicle fuel supply,variable_cost,2025,180
ICE vehicle fuel supply,variable_cost,2030,180
ICE vehicle fuel supply,variable_cost,2035,180
ICE vehicle fuel supply,variable_cost,2040,180
ICE vehicle fuel supply,variable_cost,2045,180
ICE vehicle fuel supply,variable_cost,2050,180
lignite power old,efficiency,2015,0.33
lignite power old,efficiency,2020,0.33
lignite power old,efficiency,2025,0.33
lignite power old,efficiency,2030,0.33
lignite power old,efficiency,2035,0.33
lignite power old,efficiency,2040,0.33
lignite power old,efficiency,2045,0.33
lignite power old,efficiency,2050,0.33
lignite power old,fixed_cost,2015,660000
lignite power old,fixed_cost,2020,660000
lignite power old,fixed_cost,2025,660000
lignite power old,fixed_cost,2030,660000
lignite power old,fixed_cost,2035,660000
lignite power old,fixed_cost,2040,660000
lignite power old,fixed_cost,2045,660000
lignite power old,fixed_cost,2050,660000
lignite power old,lifetime,2015,25
lignite power old,lifetime,2020,25
lignite power old,lifetime,2025,25
lignite power old,lifetime,2030,25
lignite power old,lifetime,2035,25
lignite power old,lifetime,2040,25
lignite power old,lifetime,2045,25
lignite power old,lifetime,2050,25
lignite power old,variable_cost,2015,20
lignite power old,variable_cost,2020,20
lignite power old,variable_cost,2025,20
lignite power old,variable_cost,2030,20
lignite power old,variable_cost,2035,20
lignite power old,variable_cost,2040,20
lignite power old,variable_cost,2045,20
lignite power old,variable_cost,2050,20
lignite power SC,efficiency,2015,0.4
lignite power SC,efficiency,2020,0.4
lignite power SC,efficiency,2025,0.4
lignite power SC,efficiency,2030,0.4
lignite power SC,efficiency,2035,0.4
lignite power SC,efficiency,2040,0.4
lignite power SC,efficiency,2045,0.4
lignite power SC,efficiency,2050,0.4
lignite power SC,fixed_cost,2015,580000
lignite power SC,fixed_cost,2020,580000
lignite power SC,fixed_cost,2025,580000
lignite power SC,fixed_cost,2030,580000
lignite power SC,fixed_cost,2035,580000
lignite power SC,fixed_cost,2040,580000
lignite power SC,fixed_cost,2045,580000
lignite power SC,fixed_cost,2050,580000
lignite power SC,investment_cost,2015,13000000
lignite power SC,investment_cost,2020,13000000
lignite power SC,investment_cost,2025,13000000
lignite power SC,investment_cost,2030,13000000
lignite power SC,investment_cost,2035,13000000
lignite power SC,investment_cost,2040,13000000
lignite power SC,investment_cost,2045,13000000
lignite power SC,investment_cost,2050,13000000
lignite power SC,lifetime,2015,25
lignite power SC,lifetime,2020,25
lignite power SC,lifetime,2025,25
lignite power SC,lifetime,2030,25
lignite power SC,lifetime,2035,25
lignite power SC,lifetime,2040,25
lignite power SC,lifetime,2045,25
lignite power SC,lifetime,2050,25
lignite power SC,variable_cost,2015,20
lignite power SC,variable_cost,2020,20
lignite power SC,variable_cost,2025,20
lignite power SC,variable_cost,2030,20
lignite power SC,variable_cost,2035,20
lignite power SC,variable_cost,2040,20
lignite power SC,variable_cost,2045,20
lignite power SC,variable_cost,2050,20
lignite supply,co2_emissions,2015,0.4
lignite supply,co2_emissions,2020,0.4
lignite supply,co2_emissions,2021,0.4
lignite supply,co2_emissions,2022,0.4
lignite supply,co2_emissions,2023,0.4
lignite supply,co2_emissions,2024,0.4
lignite supply,co2_emissions,2025,0.4
lignite supply,co2_emissions,2030,0.4
lignite supply,co2_emissions,2035,0.4
lignite supply,co2_emissions,2040,0.4
lignite supply,co2_emissions,2045,0.4
lignite supply,co2_emissions,2050,0.4
lignite supply,variable_cost,2020,13
lignite supply,variable_cost,2021,14
lignite supply,variable_cost,2022,11
lignite supply,variable_cost,2023,16
lignite supply,variable_cost,2024,14
lignite supply,variable_cost,2025,14
lignite supply,variable_cost,2030,14
lignite supply,variable_cost,2035,14
lignite supply,variable_cost,2040,14
lignite supply,variable_cost,2045,14
lignite supply,variable_cost,2050,14
lulucf supply,co2_emissions,2015,-1
lulucf supply,co2_emissions,2020,-1
lulucf supply,co2_emissions,2021,-1
lulucf supply,co2_emissions,2022,-1
lulucf supply,co2_emissions,2023,-1
lulucf supply,co2_emissions,2024,-1
lulucf supply,co2_emissions,2025,-1
lulucf supply,co2_emissions,2030,-1
lulucf supply,co2_emissions,2035,-1
lulucf supply,co2_emissions,2040,-1
lulucf supply,co2_emissions,2045,-1
lulucf supply,co2_emissions,2050,-1
natural gas boiler,efficiency,2015,0.85
natural gas boiler,efficiency,2020,0.85
natural gas boiler,efficiency,2025,0.85
natural gas boiler,efficiency,2030,0.85
natural gas boiler,efficiency,2035,0.85
natural gas boiler,efficiency,2040,0.85
natural gas boiler,efficiency,2045,0.85
